ImageA,ImageB,Match_Unmatch
Siamese\ATT_Data\s31\2.pgm,Siamese\ATT_Data\s31\4.pgm,1
Siamese\ATT_Data\s14\5.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s25\2.pgm,Siamese\ATT_Data\s25\9.pgm,1
Siamese\ATT_Data\s7\7.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s40\10.pgm,Siamese\ATT_Data\s40\4.pgm,1
Siamese\ATT_Data\s30\3.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s39\3.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s1\6.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s19\10.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s40\4.pgm,Siamese\ATT_Data\s40\8.pgm,1
Siamese\ATT_Data\s8\2.pgm,Siamese\ATT_Data\s8\10.pgm,1
Siamese\ATT_Data\s18\6.pgm,Siamese\ATT_Data\s18\2.pgm,1
Siamese\ATT_Data\s6\10.pgm,Siamese\ATT_Data\s6\5.pgm,1
Siamese\ATT_Data\s22\5.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s34\2.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s1\10.pgm,Siamese\ATT_Data\s1\9.pgm,1
Siamese\ATT_Data\s35\5.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s20\3.pgm,Siamese\ATT_Data\s20\8.pgm,1
Siamese\ATT_Data\s23\8.pgm,Siamese\ATT_Data\s23\8.pgm,1
Siamese\ATT_Data\s6\6.pgm,Siamese\ATT_Data\s6\5.pgm,1
Siamese\ATT_Data\s1\7.pgm,Siamese\ATT_Data\s1\5.pgm,1
Siamese\ATT_Data\s3\1.pgm,Siamese\ATT_Data\s3\8.pgm,1
Siamese\ATT_Data\s24\5.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s36\10.pgm,Siamese\ATT_Data\s36\9.pgm,1
Siamese\ATT_Data\s21\7.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s10\2.pgm,Siamese\ATT_Data\s10\2.pgm,1
Siamese\ATT_Data\s13\1.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s7\7.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s36\2.pgm,Siamese\ATT_Data\s36\9.pgm,1
Siamese\ATT_Data\s22\7.pgm,Siamese\ATT_Data\s22\1.pgm,1
Siamese\ATT_Data\s22\9.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s29\9.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s5\3.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s23\9.pgm,Siamese\ATT_Data\s23\2.pgm,1
Siamese\ATT_Data\s35\3.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s10\6.pgm,Siamese\ATT_Data\s10\2.pgm,1
Siamese\ATT_Data\s15\4.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s37\6.pgm,Siamese\ATT_Data\s37\1.pgm,1
Siamese\ATT_Data\s23\6.pgm,Siamese\ATT_Data\s23\9.pgm,1
Siamese\ATT_Data\s31\5.pgm,Siamese\ATT_Data\s31\9.pgm,1
Siamese\ATT_Data\s13\4.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s6\3.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s34\5.pgm,Siamese\ATT_Data\s34\5.pgm,1
Siamese\ATT_Data\s34\6.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s4\4.pgm,Siamese\ATT_Data\s29\2.pgm,0
Siamese\ATT_Data\s15\6.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s31\3.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s18\7.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s27\7.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s17\7.pgm,Siamese\ATT_Data\s17\2.pgm,1
Siamese\ATT_Data\s2\4.pgm,Siamese\ATT_Data\s2\7.pgm,1
Siamese\ATT_Data\s38\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s27\10.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s34\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s12\7.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s20\2.pgm,Siamese\ATT_Data\s20\2.pgm,1
Siamese\ATT_Data\s15\3.pgm,Siamese\ATT_Data\s15\9.pgm,1
Siamese\ATT_Data\s37\9.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s22\6.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s26\7.pgm,Siamese\ATT_Data\s26\7.pgm,1
Siamese\ATT_Data\s20\9.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s27\2.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s16\3.pgm,Siamese\ATT_Data\s16\3.pgm,1
Siamese\ATT_Data\s32\5.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s35\10.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s14\1.pgm,Siamese\ATT_Data\s14\10.pgm,1
Siamese\ATT_Data\s7\10.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s26\10.pgm,Siamese\ATT_Data\s26\9.pgm,1
Siamese\ATT_Data\s23\5.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s38\9.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s27\1.pgm,Siamese\ATT_Data\s27\8.pgm,1
Siamese\ATT_Data\s5\10.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s18\9.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s10\5.pgm,Siamese\ATT_Data\s10\1.pgm,1
Siamese\ATT_Data\s28\8.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s36\3.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s17\4.pgm,Siamese\ATT_Data\s17\6.pgm,1
Siamese\ATT_Data\s16\4.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s27\6.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s12\7.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s6\5.pgm,Siamese\ATT_Data\s6\10.pgm,1
Siamese\ATT_Data\s9\2.pgm,Siamese\ATT_Data\s9\3.pgm,1
Siamese\ATT_Data\s37\1.pgm,Siamese\ATT_Data\s37\5.pgm,1
Siamese\ATT_Data\s29\2.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s29\2.pgm,Siamese\ATT_Data\s29\3.pgm,1
Siamese\ATT_Data\s25\8.pgm,Siamese\ATT_Data\s25\4.pgm,1
Siamese\ATT_Data\s3\8.pgm,Siamese\ATT_Data\s3\4.pgm,1
Siamese\ATT_Data\s17\9.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s10\10.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s2\2.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s18\3.pgm,Siamese\ATT_Data\s18\2.pgm,1
Siamese\ATT_Data\s33\3.pgm,Siamese\ATT_Data\s33\5.pgm,1
Siamese\ATT_Data\s14\8.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s33\3.pgm,Siamese\ATT_Data\s33\7.pgm,1
Siamese\ATT_Data\s29\8.pgm,Siamese\ATT_Data\s29\1.pgm,1
Siamese\ATT_Data\s11\6.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s2\1.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s28\1.pgm,Siamese\ATT_Data\s28\10.pgm,1
Siamese\ATT_Data\s22\4.pgm,Siamese\ATT_Data\s22\5.pgm,1
Siamese\ATT_Data\s8\5.pgm,Siamese\ATT_Data\s8\7.pgm,1
Siamese\ATT_Data\s9\9.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s2\8.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s14\4.pgm,Siamese\ATT_Data\s14\10.pgm,1
Siamese\ATT_Data\s13\9.pgm,Siamese\ATT_Data\s13\1.pgm,1
Siamese\ATT_Data\s8\2.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s38\5.pgm,Siamese\ATT_Data\s38\9.pgm,1
Siamese\ATT_Data\s15\9.pgm,Siamese\ATT_Data\s15\5.pgm,1
Siamese\ATT_Data\s25\10.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s36\3.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s37\8.pgm,Siamese\ATT_Data\s37\10.pgm,1
Siamese\ATT_Data\s38\3.pgm,Siamese\ATT_Data\s38\9.pgm,1
Siamese\ATT_Data\s1\9.pgm,Siamese\ATT_Data\s1\5.pgm,1
Siamese\ATT_Data\s21\2.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s7\3.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s30\7.pgm,Siamese\ATT_Data\s29\2.pgm,0
Siamese\ATT_Data\s37\5.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s15\3.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s6\2.pgm,Siamese\ATT_Data\s6\6.pgm,1
Siamese\ATT_Data\s4\10.pgm,Siamese\ATT_Data\s4\4.pgm,1
Siamese\ATT_Data\s37\8.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s21\4.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s30\1.pgm,Siamese\ATT_Data\s30\2.pgm,1
Siamese\ATT_Data\s13\10.pgm,Siamese\ATT_Data\s13\8.pgm,1
Siamese\ATT_Data\s26\3.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s15\7.pgm,Siamese\ATT_Data\s15\10.pgm,1
Siamese\ATT_Data\s28\5.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s17\5.pgm,Siamese\ATT_Data\s17\6.pgm,1
Siamese\ATT_Data\s14\6.pgm,Siamese\ATT_Data\s14\3.pgm,1
Siamese\ATT_Data\s37\8.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s37\1.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s12\10.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s6\10.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s4\6.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s6\7.pgm,Siamese\ATT_Data\s6\10.pgm,1
Siamese\ATT_Data\s22\6.pgm,Siamese\ATT_Data\s22\5.pgm,1
Siamese\ATT_Data\s4\1.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s40\7.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s1\6.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s25\7.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s34\9.pgm,Siamese\ATT_Data\s34\7.pgm,1
Siamese\ATT_Data\s29\3.pgm,Siamese\ATT_Data\s29\1.pgm,1
Siamese\ATT_Data\s6\1.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s21\3.pgm,Siamese\ATT_Data\s21\3.pgm,1
Siamese\ATT_Data\s17\7.pgm,Siamese\ATT_Data\s17\6.pgm,1
Siamese\ATT_Data\s36\9.pgm,Siamese\ATT_Data\s36\1.pgm,1
Siamese\ATT_Data\s36\3.pgm,Siamese\ATT_Data\s36\6.pgm,1
Siamese\ATT_Data\s28\9.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s18\2.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s19\3.pgm,Siamese\ATT_Data\s19\1.pgm,1
Siamese\ATT_Data\s17\8.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s7\8.pgm,Siamese\ATT_Data\s7\2.pgm,1
Siamese\ATT_Data\s33\10.pgm,Siamese\ATT_Data\s33\10.pgm,1
Siamese\ATT_Data\s33\8.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s36\4.pgm,Siamese\ATT_Data\s36\6.pgm,1
Siamese\ATT_Data\s17\5.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s2\6.pgm,Siamese\ATT_Data\s2\6.pgm,1
Siamese\ATT_Data\s10\9.pgm,Siamese\ATT_Data\s10\1.pgm,1
Siamese\ATT_Data\s28\10.pgm,Siamese\ATT_Data\s28\8.pgm,1
Siamese\ATT_Data\s24\6.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s15\9.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s32\3.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s36\5.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s25\8.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s31\10.pgm,Siamese\ATT_Data\s31\5.pgm,1
Siamese\ATT_Data\s21\1.pgm,Siamese\ATT_Data\s21\6.pgm,1
Siamese\ATT_Data\s28\10.pgm,Siamese\ATT_Data\s28\9.pgm,1
Siamese\ATT_Data\s3\4.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s13\8.pgm,Siamese\ATT_Data\s13\4.pgm,1
Siamese\ATT_Data\s30\6.pgm,Siamese\ATT_Data\s30\2.pgm,1
Siamese\ATT_Data\s32\8.pgm,Siamese\ATT_Data\s32\9.pgm,1
Siamese\ATT_Data\s36\4.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s13\3.pgm,Siamese\ATT_Data\s13\1.pgm,1
Siamese\ATT_Data\s25\1.pgm,Siamese\ATT_Data\s25\3.pgm,1
Siamese\ATT_Data\s7\3.pgm,Siamese\ATT_Data\s7\2.pgm,1
Siamese\ATT_Data\s16\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s30\5.pgm,Siamese\ATT_Data\s30\5.pgm,1
Siamese\ATT_Data\s11\7.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s35\4.pgm,Siamese\ATT_Data\s35\5.pgm,1
Siamese\ATT_Data\s6\10.pgm,Siamese\ATT_Data\s6\4.pgm,1
Siamese\ATT_Data\s1\7.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s39\8.pgm,Siamese\ATT_Data\s39\6.pgm,1
Siamese\ATT_Data\s9\10.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s13\3.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s26\3.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s29\6.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s21\2.pgm,Siamese\ATT_Data\s21\5.pgm,1
Siamese\ATT_Data\s25\10.pgm,Siamese\ATT_Data\s25\4.pgm,1
Siamese\ATT_Data\s10\1.pgm,Siamese\ATT_Data\s10\6.pgm,1
Siamese\ATT_Data\s12\9.pgm,Siamese\ATT_Data\s12\8.pgm,1
Siamese\ATT_Data\s35\6.pgm,Siamese\ATT_Data\s35\3.pgm,1
Siamese\ATT_Data\s20\4.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s3\5.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s17\10.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s29\4.pgm,Siamese\ATT_Data\s29\4.pgm,1
Siamese\ATT_Data\s26\8.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s8\3.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s22\3.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s6\6.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s38\4.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s13\10.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s13\8.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s32\1.pgm,Siamese\ATT_Data\s32\10.pgm,1
Siamese\ATT_Data\s2\8.pgm,Siamese\ATT_Data\s2\6.pgm,1
Siamese\ATT_Data\s5\1.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s2\3.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s3\8.pgm,Siamese\ATT_Data\s3\8.pgm,1
Siamese\ATT_Data\s34\3.pgm,Siamese\ATT_Data\s34\7.pgm,1
Siamese\ATT_Data\s11\8.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s7\9.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s37\7.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s7\4.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s28\10.pgm,Siamese\ATT_Data\s28\10.pgm,1
Siamese\ATT_Data\s33\8.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s12\10.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s14\2.pgm,Siamese\ATT_Data\s14\9.pgm,1
Siamese\ATT_Data\s22\5.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s20\6.pgm,Siamese\ATT_Data\s20\8.pgm,1
Siamese\ATT_Data\s14\6.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s12\8.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s16\2.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s13\3.pgm,Siamese\ATT_Data\s13\4.pgm,1
Siamese\ATT_Data\s31\4.pgm,Siamese\ATT_Data\s31\7.pgm,1
Siamese\ATT_Data\s32\9.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s38\7.pgm,Siamese\ATT_Data\s38\1.pgm,1
Siamese\ATT_Data\s19\9.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s26\2.pgm,Siamese\ATT_Data\s26\4.pgm,1
Siamese\ATT_Data\s15\8.pgm,Siamese\ATT_Data\s15\2.pgm,1
Siamese\ATT_Data\s12\2.pgm,Siamese\ATT_Data\s12\8.pgm,1
Siamese\ATT_Data\s38\4.pgm,Siamese\ATT_Data\s38\9.pgm,1
Siamese\ATT_Data\s13\4.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s40\2.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s17\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s19\1.pgm,Siamese\ATT_Data\s19\8.pgm,1
Siamese\ATT_Data\s4\5.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s40\6.pgm,Siamese\ATT_Data\s40\1.pgm,1
Siamese\ATT_Data\s30\2.pgm,Siamese\ATT_Data\s30\6.pgm,1
Siamese\ATT_Data\s22\5.pgm,Siamese\ATT_Data\s22\8.pgm,1
Siamese\ATT_Data\s8\10.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s9\9.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s17\3.pgm,Siamese\ATT_Data\s17\6.pgm,1
Siamese\ATT_Data\s33\10.pgm,Siamese\ATT_Data\s33\2.pgm,1
Siamese\ATT_Data\s6\8.pgm,Siamese\ATT_Data\s6\5.pgm,1
Siamese\ATT_Data\s11\10.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s34\9.pgm,Siamese\ATT_Data\s34\8.pgm,1
Siamese\ATT_Data\s25\9.pgm,Siamese\ATT_Data\s25\10.pgm,1
Siamese\ATT_Data\s17\1.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s13\3.pgm,Siamese\ATT_Data\s13\5.pgm,1
Siamese\ATT_Data\s7\10.pgm,Siamese\ATT_Data\s7\8.pgm,1
Siamese\ATT_Data\s3\1.pgm,Siamese\ATT_Data\s3\7.pgm,1
Siamese\ATT_Data\s13\6.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s36\6.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s7\7.pgm,Siamese\ATT_Data\s7\2.pgm,1
Siamese\ATT_Data\s4\9.pgm,Siamese\ATT_Data\s4\10.pgm,1
Siamese\ATT_Data\s37\2.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s11\6.pgm,Siamese\ATT_Data\s11\6.pgm,1
Siamese\ATT_Data\s9\4.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s37\3.pgm,Siamese\ATT_Data\s37\10.pgm,1
Siamese\ATT_Data\s37\7.pgm,Siamese\ATT_Data\s37\2.pgm,1
Siamese\ATT_Data\s10\7.pgm,Siamese\ATT_Data\s10\6.pgm,1
Siamese\ATT_Data\s28\4.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s31\10.pgm,Siamese\ATT_Data\s31\4.pgm,1
Siamese\ATT_Data\s17\4.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s29\6.pgm,Siamese\ATT_Data\s29\3.pgm,1
Siamese\ATT_Data\s3\9.pgm,Siamese\ATT_Data\s3\9.pgm,1
Siamese\ATT_Data\s2\2.pgm,Siamese\ATT_Data\s2\3.pgm,1
Siamese\ATT_Data\s23\9.pgm,Siamese\ATT_Data\s23\4.pgm,1
Siamese\ATT_Data\s1\4.pgm,Siamese\ATT_Data\s1\7.pgm,1
Siamese\ATT_Data\s25\3.pgm,Siamese\ATT_Data\s25\5.pgm,1
Siamese\ATT_Data\s40\3.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s22\9.pgm,Siamese\ATT_Data\s22\1.pgm,1
Siamese\ATT_Data\s38\5.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s23\10.pgm,Siamese\ATT_Data\s23\9.pgm,1
Siamese\ATT_Data\s13\9.pgm,Siamese\ATT_Data\s13\8.pgm,1
Siamese\ATT_Data\s13\1.pgm,Siamese\ATT_Data\s13\1.pgm,1
Siamese\ATT_Data\s7\10.pgm,Siamese\ATT_Data\s7\10.pgm,1
Siamese\ATT_Data\s13\7.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s33\10.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s6\4.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s19\4.pgm,Siamese\ATT_Data\s19\4.pgm,1
Siamese\ATT_Data\s19\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s1\4.pgm,Siamese\ATT_Data\s1\5.pgm,1
Siamese\ATT_Data\s20\4.pgm,Siamese\ATT_Data\s20\2.pgm,1
Siamese\ATT_Data\s33\5.pgm,Siamese\ATT_Data\s33\2.pgm,1
Siamese\ATT_Data\s38\10.pgm,Siamese\ATT_Data\s38\10.pgm,1
Siamese\ATT_Data\s8\3.pgm,Siamese\ATT_Data\s8\6.pgm,1
Siamese\ATT_Data\s15\7.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s18\3.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s33\4.pgm,Siamese\ATT_Data\s33\10.pgm,1
Siamese\ATT_Data\s27\10.pgm,Siamese\ATT_Data\s27\6.pgm,1
Siamese\ATT_Data\s9\7.pgm,Siamese\ATT_Data\s9\4.pgm,1
Siamese\ATT_Data\s28\3.pgm,Siamese\ATT_Data\s28\5.pgm,1
Siamese\ATT_Data\s17\2.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s20\6.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s1\5.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s33\4.pgm,Siamese\ATT_Data\s33\4.pgm,1
Siamese\ATT_Data\s3\4.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s32\6.pgm,Siamese\ATT_Data\s32\9.pgm,1
Siamese\ATT_Data\s29\2.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s36\4.pgm,Siamese\ATT_Data\s36\10.pgm,1
Siamese\ATT_Data\s11\6.pgm,Siamese\ATT_Data\s11\4.pgm,1
Siamese\ATT_Data\s32\3.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s40\7.pgm,Siamese\ATT_Data\s40\8.pgm,1
Siamese\ATT_Data\s6\7.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s19\6.pgm,Siamese\ATT_Data\s19\6.pgm,1
Siamese\ATT_Data\s3\8.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s40\6.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s27\6.pgm,Siamese\ATT_Data\s27\10.pgm,1
Siamese\ATT_Data\s31\7.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s27\4.pgm,Siamese\ATT_Data\s27\10.pgm,1
Siamese\ATT_Data\s16\8.pgm,Siamese\ATT_Data\s16\4.pgm,1
Siamese\ATT_Data\s21\8.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s16\7.pgm,Siamese\ATT_Data\s16\10.pgm,1
Siamese\ATT_Data\s38\8.pgm,Siamese\ATT_Data\s38\9.pgm,1
Siamese\ATT_Data\s6\6.pgm,Siamese\ATT_Data\s6\4.pgm,1
Siamese\ATT_Data\s37\3.pgm,Siamese\ATT_Data\s37\9.pgm,1
Siamese\ATT_Data\s15\1.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s9\3.pgm,Siamese\ATT_Data\s20\7.pgm,0
